Area,Bedrooms,Bathrooms,Floors,Parking,Age,Location,Price
2931,1,1.0,1,2.0,4.0,Delhi,32522000.0
477,6,5.0,3,3.0,5.0,Delhi,5795000.0
2168,3,2.0,2,3.0,11.0,Mumbai,35291000.0
1917,3,3.0,2,0.0,7.0,Delhi,19806000.0
772,4,4.0,3,2.0,1.0,Pune,6230000.0
1368,4,3.0,3,3.0,11.0,Hyderabad,8498000.0
1237,6,6.0,2,2.0,1.0,Bangalore,8913000.0
1314,3,3.0,2,1.0,3.0,Pune,10908000.0
1078,4,3.0,1,3.0,9.0,Mumbai,18393000.0
2179,6,5.0,1,2.0,3.0,Mumbai,31250000.0
2138,2,2.0,1,2.0,1.0,Chennai,10856000.0
2494,3,3.0,1,1.0,2.0,Chennai,14946000.0
1815,4,4.0,2,1.0,0.0,Mumbai,29329000.0
1821,6,5.0,1,2.0,0.0,Pune,13821000.0
1514,2,1.0,1,3.0,13.0,Bangalore,9207000.0
1215,6,5.0,2,1.0,1.0,Delhi,15921000.0
1525,5,5.0,3,2.0,2.0,Delhi,17840000.0
1567,4,3.0,1,1.0,7.0,Mumbai,26768000.0
1702,3,3.0,1,1.0,0.0,Bangalore,11886000.0
806,3,3.0,2,4.0,11.0,Mumbai,13846000.0
1341,4,4.0,3,0.0,2.0,Pune,10573000.0
1088,2,2.0,1,0.0,,Chennai,7471000.0
1297,4,4.0,1,0.0,2.0,Delhi,13268000.0
2463,6,6.0,1,1.0,28.0,Pune,18721000.0
1079,2,1.0,2,1.0,1.0,Pune,7673000.0
1170,1,1.0,3,3.0,32.0,Bangalore,6115000.0
1026,3,3.0,3,1.0,10.0,Bangalore,6640000.0
1580,3,,3,0.0,4.0,Pune,12018000.0
1667,6,5.0,3,3.0,0.0,Bangalore,12493000.0
2046,2,1.0,2,1.0,10.0,Mumbai,30474000.0
2368,5,4.0,1,1.0,13.0,Pune,18978000.0
1355,5,5.0,1,0.0,2.0,Bangalore,9750000.0
1100,4,3.0,1,0.0,0.0,Mumbai,19941000.0
915,3,3.0,3,1.0,2.0,Bangalore,6795000.0
400,3,3.0,1,0.0,6.0,Chennai,2675000.0
1716,5,5.0,1,2.0,13.0,Pune,13198000.0
400,3,2.0,3,1.0,27.0,Chennai,2956000.0
2292,3,2.0,3,0.0,12.0,Delhi,26563000.0
2498,3,3.0,1,0.0,1.0,Pune,17765000.0
1042,3,3.0,2,2.0,8.0,Pune,7646000.0
1344,6,5.0,3,1.0,4.0,Hyderabad,8979000.0
1604,3,,2,1.0,0.0,Hyderabad,10225000.0
1055,3,3.0,2,0.0,12.0,Hyderabad,6582000.0
1119,3,2.0,3,1.0,6.0,Chennai,6806000.0
1919,2,2.0,2,0.0,27.0,Pune,11641000.0
2088,5,4.0,2,1.0,13.0,Delhi,22217000.0
445,3,3.0,3,0.0,0.0,Bangalore,2931000.0
2128,3,2.0,1,0.0,2.0,Delhi,21538000.0
1497,4,4.0,1,0.0,0.0,Bangalore,9087000.0
963,2,1.0,1,3.0,2.0,Bangalore,6591000.0
439,3,2.0,1,2.0,6.0,Bangalore,3720000.0
1534,1,1.0,3,3.0,8.0,Hyderabad,6925000.0
1407,4,3.0,3,0.0,3.0,Pune,10800000.0
706,3,2.0,1,1.0,5.0,Delhi,8856000.0
1569,3,3.0,2,1.0,6.0,Chennai,9451000.0
1365,3,2.0,1,0.0,0.0,Bangalore,9674000.0
2373,1,1.0,3,0.0,8.0,Hyderabad,12954000.0
2877,6,5.0,2,0.0,2.0,Bangalore,15766000.0
640,1,1.0,2,0.0,9.0,Mumbai,10359000.0
2093,5,5.0,3,3.0,9.0,Chennai,11192000.0
2156,4,4.0,2,0.0,1.0,Chennai,13883000.0
1505,3,2.0,1,0.0,1.0,Bangalore,10141000.0
1687,2,1.0,1,2.0,2.0,Chennai,10410000.0
1239,5,4.0,2,1.0,5.0,Hyderabad,8543000.0
1068,2,1.0,3,0.0,0.0,Chennai,6344000.0
1052,4,3.0,1,1.0,9.0,Hyderabad,6697000.0
1555,4,3.0,2,0.0,2.0,Hyderabad,9737000.0
1624,2,1.0,3,0.0,0.0,Bangalore,10059000.0
591,4,4.0,2,3.0,4.0,Hyderabad,4100000.0
1796,3,3.0,2,1.0,0.0,Delhi,18323000.0
1880,6,5.0,3,0.0,9.0,Delhi,19322000.0
2062,3,2.0,3,0.0,4.0,Hyderabad,10296000.0
1563,4,3.0,3,1.0,13.0,Pune,11907000.0
1620,2,2.0,3,0.0,2.0,Bangalore,11533000.0
1422,4,4.0,1,1.0,5.0,Mumbai,26494000.0
1968,5,4.0,3,1.0,3.0,Pune,15675000.0
1170,4,3.0,3,0.0,1.0,Mumbai,17296000.0
1199,5,4.0,1,1.0,,Hyderabad,7041000.0
1593,3,2.0,1,0.0,3.0,Pune,11213000.0
1234,1,1.0,3,0.0,1.0,Bangalore,7862000.0
1190,1,1.0,2,2.0,4.0,Mumbai,19242000.0
1583,4,3.0,1,2.0,2.0,Hyderabad,8826000.0
2297,3,2.0,1,1.0,2.0,Hyderabad,12071000.0
690,4,3.0,3,0.0,7.0,Pune,5511000.0
1650,3,3.0,3,,3.0,Mumbai,29872000.0
1570,1,1.0,2,0.0,14.0,Chennai,8272000.0
2054,3,2.0,1,2.0,9.0,Bangalore,12528000.0
894,3,2.0,2,1.0,1.0,Delhi,10536000.0
2041,5,5.0,1,2.0,1.0,Mumbai,32906000.0
2353,6,5.0,3,0.0,13.0,Pune,17734000.0
1627,5,4.0,1,2.0,19.0,Pune,12147000.0
1524,6,5.0,2,3.0,16.0,Chennai,9651000.0
838,4,3.0,1,1.0,2.0,Hyderabad,5002000.0
499,2,1.0,2,0.0,11.0,Delhi,5971000.0
1550,4,4.0,1,3.0,11.0,Hyderabad,9535000.0
2327,3,3.0,2,1.0,12.0,Chennai,13033000.0
1629,5,5.0,2,2.0,0.0,Hyderabad,9334000.0
1725,5,5.0,2,0.0,8.0,Bangalore,12249000.0
1678,3,2.0,3,2.0,2.0,Delhi,16298000.0
1754,4,3.0,1,3.0,,Bangalore,10783000.0
978,4,3.0,1,0.0,13.0,Pune,8109000.0
1504,6,5.0,3,1.0,6.0,Hyderabad,9867000.0
1774,5,4.0,1,2.0,0.0,Chennai,10240000.0
1358,4,3.0,2,0.0,2.0,Bangalore,8854000.0
1235,6,6.0,3,1.0,21.0,Chennai,7932000.0
400,3,3.0,1,1.0,34.0,Delhi,4926000.0
2100,4,4.0,3,1.0,9.0,Delhi,21090000.0
957,2,1.0,3,1.0,13.0,Delhi,9836000.0
1789,4,3.0,3,2.0,0.0,Pune,14474000.0
1488,2,2.0,3,0.0,6.0,Chennai,8989000.0
1393,3,2.0,2,0.0,19.0,Pune,9506000.0
1866,2,2.0,1,3.0,6.0,Bangalore,11729000.0
992,3,3.0,2,1.0,1.0,Pune,7954000.0
1557,1,1.0,1,2.0,8.0,Chennai,8083000.0
1397,4,,3,1.0,16.0,Chennai,8980000.0
1004,6,5.0,2,1.0,5.0,Pune,8983000.0
1187,1,1.0,2,2.0,0.0,Delhi,12677000.0
873,1,1.0,2,0.0,0.0,Bangalore,5423000.0
471,3,2.0,1,4.0,1.0,Pune,4680000.0
2217,1,1.0,3,0.0,9.0,Delhi,23299000.0
1469,6,5.0,2,4.0,5.0,Chennai,10062000.0
1086,3,2.0,2,1.0,23.0,Mumbai,16206000.0
1444,3,3.0,3,4.0,7.0,Hyderabad,7076000.0
1626,2,2.0,2,0.0,4.0,Pune,12425000.0
1870,3,3.0,2,1.0,10.0,Bangalore,12784000.0
838,3,2.0,2,1.0,3.0,Delhi,9683000.0
2086,3,2.0,3,1.0,3.0,Bangalore,13367000.0
1333,3,2.0,3,0.0,31.0,Bangalore,8990000.0
1257,3,3.0,1,1.0,32.0,Pune,9484000.0
1326,4,4.0,2,0.0,26.0,Hyderabad,7736000.0
1262,2,1.0,1,2.0,11.0,Delhi,12173000.0
1415,5,4.0,1,0.0,13.0,Bangalore,9922000.0
2010,3,2.0,1,0.0,15.0,Bangalore,10195000.0
2106,6,5.0,3,0.0,14.0,Chennai,14910000.0
1992,3,2.0,3,0.0,1.0,Chennai,11338000.0
706,2,1.0,1,2.0,15.0,Bangalore,5576000.0
1774,4,4.0,1,0.0,4.0,Hyderabad,10371000.0
916,6,6.0,2,2.0,19.0,Hyderabad,6639000.0
1681,3,3.0,3,0.0,0.0,Delhi,18039000.0
1387,6,5.0,3,2.0,3.0,Chennai,9344000.0
1524,4,4.0,2,0.0,4.0,Pune,12828000.0
1219,3,3.0,2,2.0,16.0,Bangalore,8064000.0
2159,4,4.0,2,2.0,8.0,Mumbai,33530000.0
1160,6,6.0,1,1.0,17.0,Bangalore,8722000.0
2256,3,3.0,3,0.0,4.0,Hyderabad,14793000.0
1848,6,6.0,1,3.0,14.0,Mumbai,30154000.0
1787,2,1.0,2,2.0,6.0,Bangalore,12666000.0
2860,4,4.0,2,0.0,0.0,Pune,20986000.0
1481,3,2.0,3,1.0,22.0,Hyderabad,7719000.0
1927,3,3.0,3,1.0,12.0,Delhi,19900000.0
1266,4,4.0,2,0.0,1.0,Chennai,8366000.0
829,2,2.0,2,2.0,0.0,Pune,6584000.0
1148,4,4.0,1,1.0,12.0,Mumbai,16769000.0
833,5,4.0,3,2.0,13.0,Delhi,10228000.0
400,6,5.0,3,1.0,5.0,Chennai,3818000.0
1799,3,2.0,3,,0.0,Hyderabad,10726000.0
1482,3,3.0,2,0.0,5.0,Hyderabad,6561000.0
1205,4,3.0,3,0.0,3.0,Chennai,8626000.0
1005,4,4.0,3,1.0,21.0,Chennai,6757000.0
1154,4,3.0,1,1.0,5.0,Hyderabad,7326000.0
1294,5,5.0,3,0.0,,Pune,10772000.0
-1,2,2.0,1,1.0,0.0,Mumbai,18148000.0
1589,4,3.0,2,3.0,8.0,Delhi,17363000.0
1867,1,1.0,1,1.0,20.0,Delhi,17666000.0
1303,6,6.0,3,1.0,9.0,Delhi,15626000.0
1603,2,2.0,1,0.0,11.0,Pune,11893000.0
977,5,4.0,2,1.0,,Pune,8738000.0
2845,4,3.0,1,1.0,13.0,Delhi,26636000.0
1781,5,5.0,3,2.0,1.0,Hyderabad,11357000.0
2510,3,2.0,2,1.0,1.0,Bangalore,17022000.0
400,3,2.0,1,3.0,13.0,Pune,3501000.0
1634,6,5.0,1,1.0,7.0,Bangalore,9876000.0
1457,4,4.0,2,1.0,3.0,Chennai,9683000.0
868,4,4.0,1,0.0,0.0,Chennai,6952000.0
1653,2,1.0,1,0.0,5.0,Chennai,9145000.0
711,3,2.0,2,4.0,13.0,Hyderabad,4302000.0
523,2,2.0,2,2.0,0.0,Pune,3699000.0
1359,4,4.0,3,1.0,3.0,Chennai,7584000.0
862,1,1.0,2,2.0,6.0,Delhi,9345000.0
1476,6,6.0,2,1.0,23.0,Bangalore,10648000.0
1768,3,3.0,3,1.0,3.0,Mumbai,27714000.0
2030,4,3.0,1,1.0,14.0,Hyderabad,11510000.0
1357,5,5.0,3,1.0,9.0,Pune,10748000.0
1514,2,1.0,1,0.0,16.0,Hyderabad,7558000.0
1552,1,1.0,3,1.0,0.0,Hyderabad,9304000.0
400,5,4.0,3,4.0,11.0,Chennai,3233000.0
1260,4,3.0,2,1.0,7.0,Mumbai,21255000.0
571,4,3.0,1,0.0,1.0,Pune,4640000.0
1478,2,1.0,2,0.0,9.0,Bangalore,8788000.0
2469,2,2.0,2,0.0,7.0,Mumbai,38157000.0
1969,2,2.0,3,1.0,4.0,Pune,13944000.0
1538,2,2.0,2,0.0,0.0,Hyderabad,8393000.0
1452,1,1.0,2,0.0,6.0,Pune,10337000.0
1694,6,5.0,2,2.0,6.0,Mumbai,24855000.0
2092,3,3.0,3,1.0,4.0,Bangalore,13533000.0
1022,1,1.0,3,0.0,1.0,Chennai,6883000.0
1428,5,4.0,1,4.0,17.0,Mumbai,24414000.0
928,4,3.0,2,2.0,4.0,Pune,7436000.0
1312,1,1.0,3,,8.0,Chennai,7811000.0
1142,3,3.0,2,0.0,4.0,Bangalore,7624000.0
897,4,3.0,3,3.0,2.0,Bangalore,6306000.0
1635,4,3.0,1,2.0,2.0,Mumbai,26378000.0
1446,4,3.0,3,1.0,8.0,Chennai,9239000.0
2371,6,5.0,1,2.0,20.0,Bangalore,16141000.0
1278,4,3.0,1,2.0,26.0,Hyderabad,6383000.0
1533,4,4.0,3,4.0,1.0,Hyderabad,9784000.0
654,6,6.0,2,2.0,2.0,Delhi,9563000.0
1817,3,2.0,3,1.0,4.0,Mumbai,29273000.0
1752,5,4.0,2,0.0,18.0,Hyderabad,9993000.0
2098,5,4.0,3,1.0,0.0,Delhi,22920000.0
1999,3,3.0,1,1.0,1.0,Chennai,10541000.0
2227,2,1.0,2,1.0,1.0,Pune,15266000.0
1583,6,5.0,1,3.0,4.0,Pune,12508000.0
1822,3,2.0,2,0.0,12.0,Chennai,9636000.0
1044,2,,3,0.0,25.0,Chennai,6618000.0
898,3,3.0,3,0.0,5.0,Pune,7944000.0
1217,6,5.0,1,2.0,15.0,Mumbai,17282000.0
1439,5,5.0,3,0.0,2.0,Hyderabad,7450000.0
968,3,2.0,2,2.0,14.0,Mumbai,14965000.0
2117,4,3.0,3,1.0,1.0,Bangalore,13845000.0
2056,5,4.0,3,0.0,7.0,Chennai,12579000.0
2061,3,3.0,3,2.0,12.0,Mumbai,37914000.0
1318,4,3.0,1,1.0,5.0,Bangalore,10414000.0
834,6,5.0,3,2.0,3.0,Pune,7114000.0
1535,2,2.0,3,2.0,0.0,Mumbai,23214000.0
1298,2,2.0,2,2.0,7.0,Hyderabad,8133000.0
1750,4,4.0,3,1.0,10.0,Hyderabad,10132000.0
1857,3,3.0,3,0.0,8.0,Chennai,11513000.0
1815,2,2.0,1,3.0,1.0,Bangalore,11540000.0
1113,1,1.0,1,1.0,13.0,Hyderabad,6455000.0
2133,5,5.0,3,0.0,2.0,Mumbai,37437000.0
1551,2,1.0,1,1.0,0.0,Pune,10791000.0
1388,3,3.0,2,2.0,1.0,Bangalore,10278000.0
1736,4,4.0,3,2.0,8.0,Delhi,17420000.0
1922,3,3.0,2,1.0,5.0,Mumbai,28214000.0
1364,2,1.0,2,1.0,5.0,Bangalore,8587000.0
569,6,5.0,3,2.0,8.0,Hyderabad,4611000.0
1322,2,1.0,2,1.0,0.0,Chennai,8567000.0
1495,4,4.0,1,3.0,0.0,Chennai,8855000.0
1884,3,2.0,3,1.0,5.0,Hyderabad,10405000.0
1478,4,4.0,1,3.0,6.0,Chennai,9384000.0
1081,5,5.0,2,2.0,7.0,Mumbai,17202000.0
2118,4,4.0,3,1.0,1.0,Mumbai,36274000.0
1898,3,3.0,1,0.0,13.0,Bangalore,12473000.0
1062,2,1.0,3,1.0,12.0,Bangalore,8271000.0
1461,4,4.0,3,2.0,0.0,Delhi,16676000.0
1681,2,,2,1.0,6.0,Delhi,17475000.0
479,2,1.0,1,1.0,8.0,Bangalore,3420000.0
2131,2,2.0,1,3.0,4.0,Mumbai,34358000.0
1343,3,2.0,3,2.0,1.0,Mumbai,22206000.0
1518,3,3.0,2,1.0,1.0,Bangalore,10086000.0
2077,1,1.0,3,0.0,9.0,Chennai,12780000.0
1469,6,6.0,1,1.0,14.0,Mumbai,25476000.0
1560,5,5.0,2,0.0,14.0,Pune,10875000.0
2296,1,1.0,1,1.0,7.0,Mumbai,43072000.0
1869,2,2.0,3,3.0,5.0,Mumbai,28606000.0
1781,4,4.0,2,0.0,13.0,Mumbai,30024000.0
1251,6,5.0,3,2.0,4.0,Hyderabad,6585000.0
578,4,3.0,3,0.0,16.0,Hyderabad,3427000.0
807,2,2.0,3,0.0,0.0,Delhi,9200000.0
1266,4,3.0,2,1.0,5.0,Hyderabad,7389000.0
1594,6,5.0,2,0.0,11.0,Pune,12421000.0
1237,3,3.0,2,0.0,11.0,Chennai,7847000.0
1634,4,3.0,3,1.0,17.0,Delhi,17604000.0
1498,3,3.0,3,1.0,3.0,Mumbai,24037000.0
1960,3,3.0,1,0.0,3.0,Mumbai,31936000.0
1523,1,1.0,1,1.0,5.0,Chennai,8056000.0
2076,6,5.0,2,1.0,11.0,Mumbai,32237000.0
1201,4,3.0,3,1.0,3.0,Pune,8841000.0
1601,6,6.0,2,1.0,0.0,Mumbai,23641000.0
1662,2,2.0,2,0.0,2.0,Chennai,10434000.0
1275,6,6.0,1,2.0,4.0,Bangalore,10387000.0
1838,3,2.0,1,3.0,1.0,Hyderabad,10190000.0
1179,3,3.0,3,1.0,15.0,Chennai,7211000.0
1779,1,1.0,1,1.0,0.0,Delhi,16900000.0
1277,2,1.0,2,2.0,6.0,Bangalore,9297000.0
1621,3,2.0,2,1.0,15.0,Pune,12339000.0
445,1,1.0,1,1.0,9.0,Pune,3743000.0
1821,3,3.0,2,3.0,4.0,Delhi,19531000.0
1718,5,4.0,3,0.0,16.0,Hyderabad,10492000.0
1266,3,3.0,3,0.0,0.0,Delhi,15678000.0
1065,3,2.0,1,1.0,0.0,Delhi,11541000.0
2359,2,1.0,2,1.0,7.0,Bangalore,16540000.0
2175,1,1.0,2,2.0,17.0,Hyderabad,11874000.0
1369,6,5.0,2,3.0,3.0,Hyderabad,9025000.0
1487,3,3.0,2,3.0,25.0,Delhi,15099000.0
425,4,4.0,1,1.0,2.0,Hyderabad,3986000.0
1973,2,2.0,1,0.0,5.0,Bangalore,12127000.0
1315,6,6.0,2,1.0,5.0,Pune,10262000.0
2085,4,3.0,3,3.0,33.0,Mumbai,34511000.0
1734,6,6.0,3,0.0,0.0,Pune,10467000.0
1513,5,4.0,1,2.0,0.0,Pune,11463000.0
2188,4,4.0,1,0.0,10.0,Hyderabad,12937000.0
1638,2,1.0,3,2.0,19.0,Pune,11234000.0
437,2,2.0,3,2.0,6.0,Hyderabad,3094000.0
1600,6,6.0,1,2.0,5.0,Chennai,11727000.0
1499,4,4.0,1,1.0,4.0,Pune,10397000.0
1817,4,3.0,1,0.0,2.0,Delhi,19811000.0
1951,1,1.0,2,0.0,11.0,Pune,14149000.0
1553,5,4.0,2,1.0,0.0,Hyderabad,10525000.0
1018,4,3.0,2,1.0,6.0,Chennai,6547000.0
1636,4,4.0,3,0.0,3.0,Bangalore,11374000.0
1042,2,1.0,2,0.0,5.0,Mumbai,14661000.0
1383,5,4.0,3,0.0,9.0,Chennai,10079000.0
2265,2,2.0,3,3.0,5.0,Chennai,13838000.0
1660,4,3.0,2,1.0,6.0,Chennai,10958000.0
1101,3,3.0,3,2.0,7.0,Bangalore,7272000.0
1328,2,1.0,2,0.0,1.0,Hyderabad,7347000.0
400,5,4.0,1,3.0,6.0,Chennai,3656000.0
947,4,4.0,3,0.0,4.0,Pune,7469000.0
1373,6,6.0,1,2.0,0.0,Chennai,9133000.0
1602,3,3.0,1,2.0,18.0,Chennai,9784000.0
2878,6,6.0,3,1.0,0.0,Bangalore,19566000.0
1294,3,2.0,3,1.0,2.0,Pune,9276000.0
1334,4,4.0,3,1.0,3.0,Pune,9115000.0
1858,4,3.0,2,2.0,1.0,Bangalore,13415000.0
846,3,3.0,2,1.0,32.0,Bangalore,5702000.0
1357,6,5.0,2,3.0,1.0,Hyderabad,8129000.0
418,3,2.0,3,0.0,9.0,Pune,3333000.0
1429,4,4.0,3,2.0,9.0,Chennai,8123000.0
1959,3,3.0,3,1.0,19.0,Pune,13325000.0
667,5,5.0,3,0.0,1.0,Delhi,7961000.0
1421,3,2.0,1,3.0,11.0,Delhi,14631000.0
1627,5,5.0,3,1.0,3.0,Delhi,18549000.0
788,2,2.0,3,2.0,7.0,Hyderabad,4522000.0
1812,5,4.0,1,0.0,0.0,Hyderabad,10235000.0
900,4,3.0,1,2.0,3.0,Hyderabad,5916000.0
1655,4,4.0,2,2.0,6.0,Hyderabad,9228000.0
2057,5,5.0,3,2.0,4.0,Chennai,12411000.0
795,3,2.0,1,3.0,2.0,Bangalore,6050000.0
1288,2,2.0,2,0.0,1.0,Mumbai,21390000.0
875,4,4.0,3,0.0,4.0,Mumbai,16437000.0
2316,5,5.0,1,1.0,4.0,Mumbai,37401000.0
966,2,2.0,3,1.0,15.0,Pune,7089000.0
1805,1,1.0,1,0.0,3.0,Mumbai,29133000.0
1603,5,4.0,3,1.0,9.0,Hyderabad,9397000.0
1579,5,5.0,3,0.0,45.0,Mumbai,25491000.0
1299,3,2.0,2,1.0,1.0,Delhi,12736000.0
1206,6,5.0,1,4.0,12.0,Pune,9667000.0
834,6,5.0,3,2.0,3.0,Pune,7114000.0
1467,3,3.0,2,1.0,0.0,Bangalore,11049000.0
1200,3,3.0,3,1.0,5.0,Pune,10586000.0
852,5,,2,1.0,14.0,Bangalore,6636000.0
812,2,1.0,2,0.0,3.0,Pune,6565000.0
792,2,2.0,3,3.0,6.0,Chennai,5472000.0
1378,5,4.0,1,0.0,1.0,Pune,10310000.0
962,3,2.0,3,1.0,4.0,Mumbai,15945000.0
865,4,4.0,1,0.0,0.0,Hyderabad,5861000.0
1373,3,3.0,2,3.0,4.0,Delhi,15445000.0
1700,1,1.0,2,,0.0,Pune,12153000.0
1882,4,3.0,3,0.0,3.0,Pune,13612000.0
1745,4,3.0,3,1.0,3.0,Delhi,18045000.0
970,4,4.0,1,1.0,17.0,Chennai,6923000.0
1931,2,1.0,3,0.0,1.0,Mumbai,31370000.0
1690,5,5.0,3,1.0,2.0,Pune,12043000.0
789,2,2.0,2,0.0,3.0,Bangalore,5695000.0
1650,5,4.0,2,1.0,24.0,Pune,12947000.0
757,5,4.0,1,0.0,4.0,Mumbai,14885000.0
2713,4,3.0,3,3.0,1.0,Chennai,17328000.0
1614,2,1.0,3,0.0,1.0,Hyderabad,9180000.0
2034,4,4.0,2,2.0,0.0,Delhi,23009000.0
1410,1,1.0,3,0.0,16.0,Hyderabad,6991000.0
990,3,2.0,2,3.0,16.0,Chennai,6530000.0
719,3,2.0,2,0.0,10.0,Delhi,8973000.0
1329,1,1.0,2,0.0,1.0,Hyderabad,7756000.0
1208,4,4.0,1,0.0,21.0,Pune,8695000.0
1038,1,1.0,3,1.0,2.0,Mumbai,15504000.0
1950,1,1.0,3,0.0,3.0,Hyderabad,10606000.0
1967,5,4.0,3,1.0,1.0,Delhi,22469000.0
1828,2,2.0,1,1.0,9.0,Delhi,18357000.0
1848,4,3.0,3,4.0,10.0,Chennai,11624000.0
1430,3,2.0,3,1.0,9.0,Mumbai,22841000.0
772,6,6.0,3,0.0,17.0,Pune,7240000.0
1374,2,1.0,2,0.0,11.0,Chennai,8028000.0
1804,0,2.0,1,0.0,15.0,Pune,13482000.0
1047,2,2.0,3,1.0,25.0,Pune,7925000.0
864,3,3.0,1,1.0,13.0,Delhi,9013000.0
807,3,2.0,1,2.0,6.0,Hyderabad,5120000.0
2403,2,2.0,1,3.0,16.0,Mumbai,41470000.0
1475,4,4.0,3,1.0,16.0,Mumbai,24002000.0
400,5,5.0,3,1.0,8.0,Chennai,4415000.0
1604,2,2.0,3,1.0,11.0,Chennai,9860000.0
1221,6,5.0,3,0.0,18.0,Mumbai,20935000.0
1308,4,,1,1.0,2.0,Hyderabad,6883000.0
1351,5,4.0,2,2.0,0.0,Delhi,13700000.0
2041,3,2.0,1,0.0,0.0,Bangalore,11860000.0
1642,6,6.0,3,1.0,14.0,Hyderabad,9833000.0
1163,5,5.0,1,1.0,2.0,Delhi,14016000.0
1006,2,1.0,3,0.0,1.0,Pune,8256000.0
2460,2,2.0,2,0.0,18.0,Bangalore,17776000.0
2161,3,2.0,3,0.0,2.0,Hyderabad,11986000.0
1253,3,2.0,1,1.0,7.0,Hyderabad,7155000.0
507,6,6.0,3,0.0,9.0,Bangalore,4747000.0
1135,4,4.0,2,2.0,11.0,Chennai,7480000.0
542,3,2.0,2,1.0,2.0,Chennai,3522000.0
2013,3,2.0,1,2.0,11.0,Delhi,21783000.0
448,6,6.0,3,1.0,1.0,Mumbai,9373000.0
2246,5,5.0,2,0.0,0.0,Mumbai,34330000.0
2690,3,3.0,2,2.0,0.0,Pune,17556000.0
1322,6,6.0,2,1.0,8.0,Chennai,9192000.0
1552,1,1.0,3,1.0,0.0,Chennai,8749000.0
2355,4,3.0,3,2.0,0.0,Pune,17131000.0
1499,4,4.0,1,1.0,2.0,Delhi,16425000.0
2611,5,5.0,2,0.0,6.0,Chennai,13946000.0
1796,6,6.0,1,0.0,1.0,Hyderabad,12256000.0
691,2,2.0,2,2.0,7.0,Mumbai,11958000.0
1056,3,3.0,1,2.0,1.0,Chennai,6730000.0
702,3,2.0,1,0.0,16.0,Delhi,7329000.0
1550,4,3.0,2,0.0,3.0,Mumbai,24382000.0
1078,4,3.0,2,1.0,2.0,Hyderabad,6588000.0
1839,4,4.0,2,2.0,2.0,Delhi,21042000.0
849,4,3.0,2,0.0,2.0,Delhi,9325000.0
700,6,6.0,1,0.0,1.0,Bangalore,6428000.0
1113,4,3.0,1,1.0,10.0,Hyderabad,6641000.0
1997,3,2.0,2,1.0,0.0,Mumbai,32440000.0
1185,4,3.0,2,1.0,0.0,Bangalore,8530000.0
2035,2,1.0,2,1.0,4.0,Delhi,21262000.0
2630,2,1.0,1,0.0,4.0,Chennai,15969000.0
1499,1,1.0,3,1.0,0.0,Bangalore,9428000.0
1916,4,3.0,2,3.0,0.0,Mumbai,29587000.0
1001,2,1.0,1,1.0,2.0,Delhi,10530000.0
1509,5,5.0,1,1.0,9.0,Hyderabad,10311000.0
1938,6,5.0,1,0.0,9.0,Hyderabad,10786000.0
1404,3,3.0,2,2.0,2.0,Chennai,9040000.0
1245,6,6.0,2,1.0,1.0,Hyderabad,9183000.0
894,3,3.0,3,1.0,6.0,Chennai,5367000.0
1687,3,2.0,1,1.0,2.0,Hyderabad,11414000.0
2011,1,1.0,2,1.0,6.0,Mumbai,31278000.0
1918,6,5.0,2,1.0,1.0,Bangalore,14985000.0
1155,3,2.0,1,1.0,4.0,Pune,8377000.0
633,4,3.0,2,1.0,21.0,Chennai,4000000.0
904,5,5.0,1,2.0,3.0,Bangalore,7354000.0
1752,4,4.0,3,0.0,1.0,Hyderabad,10550000.0
1158,2,1.0,2,1.0,2.0,Pune,8511000.0
1203,1,1.0,1,0.0,6.0,Pune,8569000.0
577,2,1.0,3,0.0,2.0,Bangalore,4591000.0
1354,2,,1,4.0,17.0,Hyderabad,7470000.0
2116,2,2.0,3,0.0,22.0,Bangalore,13896000.0
1864,1,1.0,2,1.0,1.0,Bangalore,11751000.0
1829,2,1.0,3,1.0,2.0,Delhi,16953000.0
2280,5,5.0,1,3.0,0.0,Chennai,12792000.0
1622,4,3.0,1,1.0,14.0,Chennai,8447000.0
1136,5,4.0,1,0.0,4.0,Bangalore,7529000.0
1410,6,6.0,3,1.0,45.0,Hyderabad,8996000.0
1152,5,4.0,3,1.0,1.0,Bangalore,8799000.0
1459,2,1.0,2,1.0,3.0,Hyderabad,7343000.0
2645,2,2.0,1,2.0,1.0,Chennai,15680000.0
1470,6,6.0,1,1.0,15.0,Mumbai,27424000.0
1384,5,5.0,1,1.0,4.0,Delhi,17910000.0
783,1,1.0,1,1.0,10.0,Chennai,4579000.0
1609,2,2.0,3,2.0,9.0,Hyderabad,10013000.0
1041,3,2.0,2,3.0,7.0,Hyderabad,6476000.0
1283,2,2.0,1,0.0,7.0,Mumbai,18316000.0
1802,5,5.0,3,,5.0,Chennai,10954000.0
1858,3,3.0,3,2.0,1.0,Hyderabad,8979000.0
467,3,3.0,3,1.0,6.0,Delhi,6890000.0
400,5,4.0,1,2.0,6.0,Chennai,4074000.0
400,6,5.0,3,1.0,32.0,Chennai,4026000.0
717,2,1.0,2,1.0,4.0,Bangalore,4418000.0
1762,4,3.0,1,0.0,0.0,Pune,11478000.0
1520,5,4.0,1,3.0,12.0,Bangalore,11638000.0
1178,3,2.0,1,0.0,8.0,Chennai,6820000.0
